Datum och tid för uttag,Register/källa,Titel,Diagramrubrik,Indikator-Id,Mätperiod,Periodtyp,Enhetskod,Enhetstyp,Enhetsnamn,Ålder,Kön/Totalt,Måttenhet,Värde
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-01,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4632
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-12,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4614
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-11,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4365
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-10,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4760
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-09,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4417
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-08,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4637
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-07,Månad,20,Region,Dalarna,Alla,Totalt,Antal,5098
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-06,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4739
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-05,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4729
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-04,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4506
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-03,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4792
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-02,Månad,20,Region,Dalarna,Alla,Totalt,Antal,3988
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-01,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4410
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-12,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4259
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-11,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4169
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-10,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4413
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-09,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4370
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-08,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4556
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-07,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4517
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-06,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4335
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-05,Månad,20,Region,Dalarna,Alla,Totalt,Antal,3874
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-04,Månad,20,Region,Dalarna,Alla,Totalt,Antal,3403
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-03,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4225
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-02,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4798
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-01,Månad,20,Region,Dalarna,Alla,Totalt,Antal,5092
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-12,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4985
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-11,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4554
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-10,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4654
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-09,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4606
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-08,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4877
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-07,Månad,20,Region,Dalarna,Alla,Totalt,Antal,5075
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-06,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4801
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-05,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4708
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-04,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4745
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-03,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4916
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-02,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4589
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-01,Månad,20,Region,Dalarna,Alla,Totalt,Antal,4913
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-07,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5335
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-06,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5381
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-05,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5498
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-04,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5004
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-03,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5271
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-02,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,4825
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-01,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5163
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-12,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5375
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-11,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,5085
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-10,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,4492
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-09,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,4326
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-08,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3286
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-07,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3286
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-06,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3156
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-05,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3218
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-04,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2939
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-03,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3008
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-02,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2737
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-01,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2914
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-12,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2992
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-11,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2960
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-10,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2967
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-09,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2945
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-08,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3121
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-07,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3305
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-06,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2987
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-05,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2769
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-04,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2556
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-03,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2668
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-02,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2480
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-01,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2661
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-12,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2557
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-11,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2709
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-10,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3060
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-09,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3213
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-08,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3363
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-07,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3280
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-06,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3006
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-05,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2625
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-04,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2576
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-03,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,2949
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-02,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3413
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-01,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3601
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-12,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3767
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-11,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3472
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-10,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3549
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-09,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3509
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-08,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3833
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-07,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,4105
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-06,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3956
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-05,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3723
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-04,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3598
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-03,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3768
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-02,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3357
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-01,Månad,21,Region,Gävleborg,Alla,Totalt,Antal,3760
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-07,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6217
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-06,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6300
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-05,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6768
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-04,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6089
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-03,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6648
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-02,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,5891
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-01,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6535
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-12,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6562
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-11,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6218
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-10,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6009
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-09,Månad,22,Region,Västernorrland,Alla,Totalt,Antal,6097
